row_number,tstamp,utc_tstmp,year_,month_,day_,hour_,int_dd,egg_pctg,moth_pctg,temp_min,temp_max,temp_avg,humig_pctg_min,humid_pctg_max,humid_pctg_avg,calculated_egg,calculated_moth
10612,19.01.2019 03:00,1547866800,2019,1,19,3,0,,,1.3,1.63,1.46,85.18,88.49,86.6,0,0
10613,19.01.2019 04:00,1547870400,2019,1,19,4,0,,,0.44,1.35,0.98,88.57,96.13,91.91,0,0
10614,19.01.2019 05:00,1547874000,2019,1,19,5,0,,,0.33,1.02,0.7,93.93,98.58,96.75,0,0
10615,19.01.2019 06:00,1547877600,2019,1,19,6,0,,,-0.3,0.12,-0.02,98.48,99.24,99.16,0,0
10616,19.01.2019 07:00,1547881200,2019,1,19,7,0,,,0.31,1.49,0.89,92.64,99.23,97.18,0,0
10617,19.01.2019 08:00,1547884800,2019,1,19,8,0,,,1.14,1.9,1.43,88.82,95.23,92.29,0,0
10618,19.01.2019 09:00,1547888400,2019,1,19,9,0,,,1.92,3.11,2.39,79.54,89.41,85.81,0,0
10619,19.01.2019 10:00,1547892000,2019,1,19,10,0,,,3.22,4.96,4.18,66.64,80.29,73.94,0,0
10620,19.01.2019 11:00,1547895600,2019,1,19,11,0,,,4.62,5.79,5.15,64.97,68.62,67.22,0,0
10621,19.01.2019 12:00,1547899200,2019,1,19,12,0,,,5.65,8.01,6.82,55.12,64.2,60.94,0,0
10622,19.01.2019 13:00,1547902800,2019,1,19,13,0,,,7.72,8.57,8.07,55.8,60.18,57.57,0,0
10623,19.01.2019 14:00,1547906400,2019,1,19,14,0,,,7.93,9.47,8.97,54.26,58.4,55.75,0,0
10624,19.01.2019 15:00,1547910000,2019,1,19,15,0,,,7.63,10.08,8.71,52.4,60.96,56.42,0,0
10625,19.01.2019 16:00,1547913600,2019,1,19,16,0,,,6.25,8.49,7.34,57.75,65.48,61.45,0,0
10626,19.01.2019 17:00,1547917200,2019,1,19,17,0,,,4.37,6.34,5.36,65.52,72.88,68.85,0,0
10627,19.01.2019 18:00,1547920800,2019,1,19,18,0,,,3.01,4.15,3.64,73.64,78.86,75.35,0,0
10628,19.01.2019 19:00,1547924400,2019,1,19,19,0,,,2.32,2.96,2.63,79.08,85.56,82.29,0,0
10629,19.01.2019 20:00,1547928000,2019,1,19,20,0,,,2.06,3.04,2.64,86.85,91.63,89.32,0,0
10630,19.01.2019 21:00,1547931600,2019,1,19,21,0,,,2.04,2.87,2.53,88.28,94.43,91.48,0,0
10631,19.01.2019 22:00,1547935200,2019,1,19,22,0,,,2.37,2.75,2.57,91.41,94.48,92.59,0,0
10632,19.01.2019 23:00,1547938800,2019,1,19,23,0,,,2.38,3.02,2.69,90.8,94.46,92.5,0,0
10633,20.01.2019 00:00,1547942400,2019,1,20,0,0,,,1.54,3.23,2.68,89.18,96.24,91.82,0,0
10634,20.01.2019 01:00,1547946000,2019,1,20,1,0,,,0.87,2.41,1.87,96.81,99.24,98.21,0,0
10635,20.01.2019 02:00,1547949600,2019,1,20,2,0,,,0.4,1.43,1,99.23,99.27,99.25,0,0
10636,20.01.2019 03:00,1547953200,2019,1,20,3,0,,,0.13,1.49,0.81,99.26,99.32,99.28,0,0
10637,20.01.2019 04:00,1547956800,2019,1,20,4,0,,,-0.29,0.93,0.34,99.3,99.33,99.31,0,0
10638,20.01.2019 05:00,1547960400,2019,1,20,5,0,,,-0.68,0.83,-0.05,99.29,99.34,99.31,0,0
10639,20.01.2019 06:00,1547964000,2019,1,20,6,0,,,-0.42,0.31,-0.07,99.33,99.35,99.34,0,0
10640,20.01.2019 07:00,1547967600,2019,1,20,7,0,,,-0.41,0.47,0.06,99.3,99.36,99.33,0,0
10641,20.01.2019 08:00,1547971200,2019,1,20,8,0,,,-0.34,2.14,0.95,97.52,99.35,99.07,0,0
10642,20.01.2019 09:00,1547974800,2019,1,20,9,0,,,2.4,5.18,4.12,81.07,94.85,85.71,0,0
10643,20.01.2019 10:00,1547978400,2019,1,20,10,0,,,5.43,7.87,6.81,71.42,79.1,74.17,0,0
10644,20.01.2019 11:00,1547982000,2019,1,20,11,0,,,7.79,9.63,8.51,58.18,69.2,63.38,0,0
10645,20.01.2019 12:00,1547985600,2019,1,20,12,0,,,8.26,9.18,8.57,61.78,64.69,63.25,0,0
10646,20.01.2019 13:00,1547989200,2019,1,20,13,0,,,8.43,9.27,8.85,61.33,63.72,62.48,0,0
10647,20.01.2019 14:00,1547992800,2019,1,20,14,0,,,8.9,9.16,9.02,61.57,64.85,63.42,0,0
10648,20.01.2019 15:00,1547996400,2019,1,20,15,0,,,8.71,9.17,8.83,61.82,63.5,62.88,0,0
10649,20.01.2019 16:00,1548000000,2019,1,20,16,0,,,8.77,9.33,9.09,58.46,64.56,61.17,0,0
10650,20.01.2019 17:00,1548003600,2019,1,20,17,0,,,7.18,8.33,7.65,66.42,76.91,70.16,0,0
10651,20.01.2019 18:00,1548007200,2019,1,20,18,0,,,5.64,6.77,6.11,84.38,98.14,93.12,0,0
10652,20.01.2019 19:00,1548010800,2019,1,20,19,0,,,5.17,5.51,5.37,98.66,99.22,99.1,0,0
10653,20.01.2019 20:00,1548014400,2019,1,20,20,0,,,4.62,5.23,4.91,98.72,99.21,99.15,0,0
10654,20.01.2019 21:00,1548018000,2019,1,20,21,0,,,4.05,4.56,4.33,99.22,99.33,99.27,0,0
10655,20.01.2019 22:00,1548021600,2019,1,20,22,0,,,3.59,4.03,3.75,99.33,99.37,99.35,0,0
10656,20.01.2019 23:00,1548025200,2019,1,20,23,0,,,3.9,4.29,4.07,99.31,99.37,99.34,0,0
10657,21.01.2019 00:00,1548028800,2019,1,21,0,0,,,4.13,4.31,4.23,99.26,99.33,99.28,0,0
10658,21.01.2019 01:00,1548032400,2019,1,21,1,0,,,3.4,4.09,3.79,99.28,99.32,99.3,0,0
10659,21.01.2019 02:00,1548036000,2019,1,21,2,0,,,3.11,3.55,3.31,99.33,99.37,99.35,0,0
10660,21.01.2019 03:00,1548039600,2019,1,21,3,0,,,3.67,3.97,3.77,99.3,99.36,99.33,0,0
10661,21.01.2019 04:00,1548043200,2019,1,21,4,0,,,3.45,3.76,3.65,99.34,99.35,99.34,0,0
10662,21.01.2019 05:00,1548046800,2019,1,21,5,0,,,2.63,3.35,2.98,99.33,99.36,99.34,0,0
10663,21.01.2019 06:00,1548050400,2019,1,21,6,0,,,2.58,2.65,2.62,99.36,99.39,99.37,0,0
10664,21.01.2019 07:00,1548054000,2019,1,21,7,0,,,2.5,2.64,2.57,99.38,99.4,99.39,0,0
10665,21.01.2019 08:00,1548057600,2019,1,21,8,0,,,2.59,2.72,2.65,99.37,99.4,99.38,0,0
10666,21.01.2019 09:00,1548061200,2019,1,21,9,0,,,2.75,4.19,3.39,99.27,99.4,99.35,0,0
10667,21.01.2019 10:00,1548064800,2019,1,21,10,0,,,4.17,5.18,4.77,95.74,99.25,98.38,0,0
10668,21.01.2019 11:00,1548068400,2019,1,21,11,0,,,5.4,5.64,5.5,91.99,99.22,95.17,0,0
10669,21.01.2019 12:00,1548072000,2019,1,21,12,0,,,5.4,5.86,5.58,94.16,97.16,96.22,0,0
10670,21.01.2019 13:00,1548075600,2019,1,21,13,0,,,5.12,5.65,5.37,94.55,98.54,96.61,0,0
10671,21.01.2019 14:00,1548079200,2019,1,21,14,0,,,5.46,6.28,5.95,91.25,94.76,93.6,0,0
10672,21.01.2019 15:00,1548082800,2019,1,21,15,0,,,6.05,6.42,6.19,88.09,92.92,90.5,0,0
10673,21.01.2019 16:00,1548086400,2019,1,21,16,0,,,4.92,6.17,5.69,89.29,99.22,98,0,0
10674,21.01.2019 17:00,1548090000,2019,1,21,17,0,,,4.37,4.93,4.63,98.91,99.23,99.18,0,0
10675,21.01.2019 18:00,1548093600,2019,1,21,18,0,,,3.6,4.27,3.89,99.22,99.29,99.26,0,0
10676,21.01.2019 19:00,1548097200,2019,1,21,19,0,,,3.5,3.63,3.56,99.27,99.29,99.27,0,0
10677,21.01.2019 20:00,1548100800,2019,1,21,20,0,,,3.35,3.65,3.53,99.27,99.35,99.29,0,0
10678,21.01.2019 21:00,1548104400,2019,1,21,21,0,,,3.27,3.4,3.33,99.36,99.41,99.38,0,0
10679,21.01.2019 22:00,1548108000,2019,1,21,22,0,,,3.29,3.45,3.4,99.41,99.42,99.41,0,0
10680,21.01.2019 23:00,1548111600,2019,1,21,23,0,,,3.17,3.29,3.24,99.42,99.43,99.42,0,0
10681,22.01.2019 00:00,1548115200,2019,1,22,0,0,,,3.21,3.38,3.3,99.44,99.46,99.45,0,0
10682,22.01.2019 01:00,1548118800,2019,1,22,1,0,,,3.3,3.43,3.37,99.46,99.48,99.46,0,0
10683,22.01.2019 02:00,1548122400,2019,1,22,2,0,,,3.4,3.47,3.44,99.48,99.49,99.48,0,0
10684,22.01.2019 03:00,1548126000,2019,1,22,3,0,,,3.43,3.51,3.45,99.49,99.49,99.49,0,0
10685,22.01.2019 04:00,1548129600,2019,1,22,4,0,,,3.42,3.51,3.45,99.49,99.5,99.49,0,0
10686,22.01.2019 05:00,1548133200,2019,1,22,5,0,,,3.45,3.53,3.48,99.49,99.5,99.49,0,0
10687,22.01.2019 06:00,1548136800,2019,1,22,6,0,,,3.51,3.58,3.54,99.49,99.49,99.49,0,0
10688,22.01.2019 07:00,1548140400,2019,1,22,7,0,,,3.47,3.57,3.53,99.49,99.49,99.49,0,0
10689,22.01.2019 08:00,1548144000,2019,1,22,8,0,,,3.38,3.77,3.52,99.49,99.49,99.49,0,0
10690,22.01.2019 09:00,1548147600,2019,1,22,9,0,,,3.89,5.43,4.39,99.48,99.49,99.48,0,0
10691,22.01.2019 10:00,1548151200,2019,1,22,10,0,,,4.73,5.66,5.2,99.39,99.51,99.48,0,0
10692,22.01.2019 11:00,1548154800,2019,1,22,11,0,,,5.82,6.89,6.46,94.35,99.37,97.77,0,0
10693,22.01.2019 12:00,1548158400,2019,1,22,12,0,,,7.04,7.83,7.59,82.73,94.04,88.82,0,0
10694,22.01.2019 13:00,1548162000,2019,1,22,13,0,,,8.46,8.84,8.61,70.16,81.73,76.93,0,0
10695,22.01.2019 14:00,1548165600,2019,1,22,14,0,,,8.25,8.83,8.54,58.21,63.74,60.63,0,0
10696,22.01.2019 15:00,1548169200,2019,1,22,15,0,,,8.27,8.64,8.48,59.66,65.13,62.02,0,0
10697,22.01.2019 16:00,1548172800,2019,1,22,16,0,,,7.73,8.17,7.9,65.54,72.02,68.28,0,0
10698,22.01.2019 17:00,1548176400,2019,1,22,17,0,,,7.5,8.04,7.83,69.35,72.32,70.78,0,0
10699,22.01.2019 18:00,1548180000,2019,1,22,18,0,,,5.31,7.41,6.46,70.35,92.92,79.83,0,0
10700,22.01.2019 19:00,1548183600,2019,1,22,19,0,,,4.81,5.21,4.99,95.05,99.2,97.62,0,0
10701,22.01.2019 20:00,1548187200,2019,1,22,20,0,,,4.73,5.41,5.01,96.89,99.21,98.63,0,0
10702,22.01.2019 21:00,1548190800,2019,1,22,21,0,,,4.9,5.16,5.03,99.23,99.36,99.31,0,0
10703,22.01.2019 22:00,1548194400,2019,1,22,22,0,,,4.87,5.05,4.98,99.35,99.36,99.35,0,0
10704,22.01.2019 23:00,1548198000,2019,1,22,23,0,,,4.74,5.05,4.81,99.32,99.36,99.34,0,0
10705,23.01.2019 00:00,1548201600,2019,1,23,0,0,,,4.18,4.79,4.49,99.35,99.37,99.35,0,0
10706,23.01.2019 01:00,1548205200,2019,1,23,1,0,,,4.05,4.35,4.23,99.35,99.38,99.36,0,0
10707,23.01.2019 02:00,1548208800,2019,1,23,2,0,,,3.99,4.54,4.26,99.3,99.38,99.34,0,0
10708,23.01.2019 03:00,1548212400,2019,1,23,3,0,,,3.78,4.57,4.03,99.3,99.36,99.33,0,0
10709,23.01.2019 04:00,1548216000,2019,1,23,4,0,,,3.63,4.12,3.84,99.32,99.37,99.35,0,0
10710,23.01.2019 05:00,1548219600,2019,1,23,5,0,,,3.54,4.39,3.97,99.27,99.36,99.31,0,0
10711,23.01.2019 06:00,1548223200,2019,1,23,6,0,,,1.81,3.58,2.98,99.29,99.36,99.32,0,0
10712,23.01.2019 07:00,1548226800,2019,1,23,7,0,,,0.95,2.46,1.56,99.36,99.39,99.37,0,0
10713,23.01.2019 08:00,1548230400,2019,1,23,8,0,,,0.91,2.6,1.73,99.39,99.42,99.4,0,0
10714,23.01.2019 09:00,1548234000,2019,1,23,9,0,,,2.89,6.89,4.72,86.54,99.38,96.62,0,0
10715,23.01.2019 10:00,1548237600,2019,1,23,10,0,,,6.62,8.21,7.45,77.63,84.44,81.17,0,0
10716,23.01.2019 11:00,1548241200,2019,1,23,11,0,,,7.49,9.91,8.46,66.72,81.03,73.94,0,0
10717,23.01.2019 12:00,1548244800,2019,1,23,12,0,,,9.21,10.21,9.67,57.6,69.29,63.07,0,0
10718,23.01.2019 13:00,1548248400,2019,1,23,13,0,,,9.02,10.64,9.75,60.59,67.43,63.79,0,0
10719,23.01.2019 14:00,1548252000,2019,1,23,14,0,,,8.66,10.22,9.33,58.11,70.09,65.83,0,0
10720,23.01.2019 15:00,1548255600,2019,1,23,15,0,,,9.24,9.92,9.48,59.33,65.86,62.84,0,0
10721,23.01.2019 16:00,1548259200,2019,1,23,16,0,,,8.35,9.18,8.75,65.16,71.41,68.3,0,0
10722,23.01.2019 17:00,1548262800,2019,1,23,17,0,,,6.83,8.32,7.62,69.99,80.05,73.96,0,0
10723,23.01.2019 18:00,1548266400,2019,1,23,18,0,,,6.25,6.92,6.59,82.68,97.56,90.88,0,0
10724,23.01.2019 19:00,1548270000,2019,1,23,19,0,,,5.76,6.39,6.09,94.98,99.23,97.06,0,0
10725,23.01.2019 20:00,1548273600,2019,1,23,20,0,,,5.62,6.23,5.92,97.18,99.24,98.74,0,0
10726,23.01.2019 21:00,1548277200,2019,1,23,21,0,,,5.27,6.39,5.73,83.43,99.27,93.99,0,0
10727,23.01.2019 22:00,1548280800,2019,1,23,22,0,,,6.25,6.47,6.35,82.69,85.13,83.5,0,0
10728,23.01.2019 23:00,1548284400,2019,1,23,23,0,,,4.85,6.05,5.25,86.1,99.26,96.53,0,0
10729,24.01.2019 00:00,1548288000,2019,1,24,0,0,,,4.84,5.28,5.05,95.93,99.22,98.39,0,0
10730,24.01.2019 01:00,1548291600,2019,1,24,1,0,,,5.08,5.84,5.5,86.86,97.91,91.65,0,0
10731,24.01.2019 02:00,1548295200,2019,1,24,2,0,,,4.89,5.63,5.21,91.01,99.23,96.22,0,0
10732,24.01.2019 03:00,1548298800,2019,1,24,3,0,,,5.19,7,6.35,72.05,95.43,80.39,0,0
10733,24.01.2019 04:00,1548302400,2019,1,24,4,0,,,5.87,6.9,6.53,67.78,77.51,70.86,0,0
10734,24.01.2019 05:00,1548306000,2019,1,24,5,0,,,5.71,6.45,6.01,68.52,78.84,74.12,0,0
10735,24.01.2019 06:00,1548309600,2019,1,24,6,0,,,4.82,6.36,5.55,68.13,94.48,80.1,0,0
10736,24.01.2019 07:00,1548313200,2019,1,24,7,0,,,4.98,5.76,5.46,80.41,91.12,83.62,0,0
10737,24.01.2019 08:00,1548316800,2019,1,24,8,0,,,5.28,6.95,6.21,63.71,84.92,74.3,0,0
10738,24.01.2019 09:00,1548320400,2019,1,24,9,0,,,6.23,8.03,7.12,55.54,71.54,62.62,0,0
10739,24.01.2019 10:00,1548324000,2019,1,24,10,0,,,7.6,9.21,8.24,50.35,59.69,55.72,0,0
10740,24.01.2019 11:00,1548327600,2019,1,24,11,0,,,8.38,8.84,8.55,52.68,57.3,55.77,0,0
10741,24.01.2019 12:00,1548331200,2019,1,24,12,0,,,8.76,9.67,9.31,48.22,55.44,51.81,0,0
10742,24.01.2019 13:00,1548334800,2019,1,24,13,0,,,8.17,9.74,9.14,49.32,61.84,53.49,0,0
10743,24.01.2019 14:00,1548338400,2019,1,24,14,0,,,6.16,8,7.2,60.18,90.79,71.49,0,0
10744,24.01.2019 15:00,1548342000,2019,1,24,15,0,,,5.01,6.18,5.77,92.44,99.21,95.67,0,0
10745,24.01.2019 16:00,1548345600,2019,1,24,16,0,,,3.04,4.11,3.34,99.23,99.39,99.34,0,0
10746,24.01.2019 17:00,1548349200,2019,1,24,17,0,,,3.5,4.06,3.8,99.24,99.34,99.27,0,0
10747,24.01.2019 18:00,1548352800,2019,1,24,18,0,,,3.2,4.31,3.57,98.84,99.32,99.23,0,0
10748,24.01.2019 19:00,1548356400,2019,1,24,19,0,,,3.7,4.79,4.05,97.75,99.29,99.02,0,0
10749,24.01.2019 20:00,1548360000,2019,1,24,20,0,,,4.17,5.05,4.45,99.21,99.27,99.24,0,0
10750,24.01.2019 21:00,1548363600,2019,1,24,21,0,,,4.39,5.46,5.1,96.49,99.34,98.58,0,0
10751,24.01.2019 22:00,1548367200,2019,1,24,22,0,,,4.18,4.91,4.49,99.35,99.39,99.37,0,0
10752,24.01.2019 23:00,1548370800,2019,1,24,23,0,,,4.02,4.14,4.06,99.32,99.39,99.35,0,0
10753,25.01.2019 00:00,1548374400,2019,1,25,0,0,,,3.46,4.09,3.74,99.31,99.37,99.34,0,0
10754,25.01.2019 01:00,1548378000,2019,1,25,1,0,,,3.19,3.61,3.36,99.37,99.4,99.38,0,0
10755,25.01.2019 02:00,1548381600,2019,1,25,2,0,,,2.62,3.23,2.97,99.4,99.42,99.4,0,0
10756,25.01.2019 03:00,1548385200,2019,1,25,3,0,,,1.99,2.6,2.29,99.42,99.44,99.42,0,0
10757,25.01.2019 04:00,1548388800,2019,1,25,4,0,,,0.88,2.22,1.52,99.42,99.44,99.42,0,0
10758,25.01.2019 05:00,1548392400,2019,1,25,5,0,,,0.47,1.54,0.93,99.41,99.44,99.42,0,0
10759,25.01.2019 06:00,1548396000,2019,1,25,6,0,,,0.2,0.73,0.41,99.42,99.44,99.42,0,0
10760,25.01.2019 07:00,1548399600,2019,1,25,7,0,,,-0.57,0.27,-0.14,99.42,99.45,99.43,0,0
10761,25.01.2019 08:00,1548403200,2019,1,25,8,0,,,-0.13,0.71,0.16,99.44,99.46,99.44,0,0
10762,25.01.2019 09:00,1548406800,2019,1,25,9,0,,,0.44,1.96,1.09,99.46,99.47,99.46,0,0
10763,25.01.2019 10:00,1548410400,2019,1,25,10,0,,,1.94,3.77,2.79,99.33,99.46,99.41,0,0
10764,25.01.2019 11:00,1548414000,2019,1,25,11,0,,,3.99,5.36,4.53,96.78,99.29,99.04,0,0
10765,25.01.2019 12:00,1548417600,2019,1,25,12,0,,,6.06,7.96,7.11,76.24,99.2,86.87,0,0
10766,25.01.2019 13:00,1548421200,2019,1,25,13,0,,,7.93,9.07,8.44,63.09,75.53,69.53,0,0
10767,25.01.2019 14:00,1548424800,2019,1,25,14,0,,,9.19,9.9,9.52,52.38,62.93,59.73,0,0
10768,25.01.2019 15:00,1548428400,2019,1,25,15,0,,,8.97,9.77,9.34,55.58,61.29,58.58,0,0
10769,25.01.2019 16:00,1548432000,2019,1,25,16,0,,,8.08,9.09,8.47,60.4,71.37,66.77,0,0
10770,25.01.2019 17:00,1548435600,2019,1,25,17,0,,,7.55,8.14,7.74,69.02,74.56,72.02,0,0
10771,25.01.2019 18:00,1548439200,2019,1,25,18,0,,,7.18,8.23,7.62,57.58,75.21,67.4,0,0
10772,25.01.2019 19:00,1548442800,2019,1,25,19,0,,,7.87,8.35,8.17,53.8,57.58,55.4,0,0
10773,25.01.2019 20:00,1548446400,2019,1,25,20,0,,,6.43,8.4,7.32,57.1,74.99,66.44,0,0
10774,25.01.2019 21:00,1548450000,2019,1,25,21,0,,,6.27,7.68,6.71,59.14,76.24,70.26,0,0
10775,25.01.2019 22:00,1548453600,2019,1,25,22,0,,,6.4,7.21,6.81,60.78,74.67,66.96,0,0
10776,25.01.2019 23:00,1548457200,2019,1,25,23,0,,,6.17,7.27,6.51,65.14,75.79,71.86,0,0
10777,26.01.2019 00:00,1548460800,2019,1,26,0,0,,,5.51,6.15,5.73,75.96,85.44,81.47,0,0
10778,26.01.2019 01:00,1548464400,2019,1,26,1,0,,,4.36,5.41,4.78,86.91,99.31,96.36,0,0
10779,26.01.2019 02:00,1548468000,2019,1,26,2,0,,,4.63,5.35,4.89,90.21,99.26,96.79,0,0
10780,26.01.2019 03:00,1548471600,2019,1,26,3,0,,,3.8,4.91,4.15,94.65,99.21,98.41,0,0
10781,26.01.2019 04:00,1548475200,2019,1,26,4,0,,,3.41,4.44,3.93,92.99,99.23,96.66,0,0
10782,26.01.2019 05:00,1548478800,2019,1,26,5,0,,,3.13,3.79,3.26,97.22,99.23,98.94,0,0
10783,26.01.2019 06:00,1548482400,2019,1,26,6,0,,,3.36,4.09,3.74,96.15,99.23,98.76,0,0
10784,26.01.2019 07:00,1548486000,2019,1,26,7,0,,,2.89,3.71,3.28,99.25,99.28,99.26,0,0
10785,26.01.2019 08:00,1548489600,2019,1,26,8,0,,,1.93,2.62,2.24,99.29,99.37,99.34,0,0
10786,26.01.2019 09:00,1548493200,2019,1,26,9,0,,,1.22,1.83,1.37,99.37,99.41,99.39,0,0
10787,26.01.2019 10:00,1548496800,2019,1,26,10,0,,,0.74,1.45,1.11,99.4,99.42,99.41,0,0
10788,26.01.2019 11:00,1548500400,2019,1,26,11,0,,,0.32,3.26,1.29,99.4,99.45,99.41,0,0
10789,26.01.2019 12:00,1548504000,2019,1,26,12,0,,,3.83,5.41,4.56,94.22,99.41,98.14,0,0
10790,26.01.2019 13:00,1548507600,2019,1,26,13,0,,,3.44,5.57,4.21,88.94,99.23,96.3,0,0
10791,26.01.2019 14:00,1548511200,2019,1,26,14,0,,,5.88,7.67,6.63,78.5,87.57,84.54,0,0
10792,26.01.2019 15:00,1548514800,2019,1,26,15,0,,,7.17,8.12,7.58,75.29,82.06,77.74,0,0
10793,26.01.2019 16:00,1548518400,2019,1,26,16,0,,,6.98,8.46,7.5,71,78.87,76.06,0,0
10794,26.01.2019 17:00,1548522000,2019,1,26,17,0,,,6.09,7.4,6.83,75.77,80.39,78.24,0,0
10795,26.01.2019 18:00,1548525600,2019,1,26,18,0,,,4.05,5.94,4.95,77.74,92.58,84.76,0,0
10796,26.01.2019 19:00,1548529200,2019,1,26,19,0,,,3.71,4.63,4.08,87.63,97.94,92.96,0,0
10797,26.01.2019 20:00,1548532800,2019,1,26,20,0,,,3.83,5.72,4.45,78.76,98.27,92.19,0,0
10798,26.01.2019 21:00,1548536400,2019,1,26,21,0,,,3.77,5.55,4.41,78.54,90.14,83.83,0,0
10799,26.01.2019 22:00,1548540000,2019,1,26,22,0,,,3.36,4.43,3.87,75.38,87.41,81.4,0,0
10800,26.01.2019 23:00,1548543600,2019,1,26,23,0,,,3.39,4.39,3.91,78.25,93.19,86.76,0,0
10801,27.01.2019 00:00,1548547200,2019,1,27,0,0,,,4.08,4.68,4.41,85.98,88.76,87.38,0,0
10802,27.01.2019 01:00,1548550800,2019,1,27,1,0,,,3.97,4.37,4.23,85.01,90.58,86.69,0,0
10803,27.01.2019 02:00,1548554400,2019,1,27,2,0,,,3.41,4.11,3.78,93.34,99.2,95.68,0,0
10804,27.01.2019 03:00,1548558000,2019,1,27,3,0,,,3.35,3.98,3.62,94.55,99.23,98,0,0
10805,27.01.2019 04:00,1548561600,2019,1,27,4,0,,,3.2,3.47,3.38,99.22,99.27,99.25,0,0
10806,27.01.2019 05:00,1548565200,2019,1,27,5,0,,,2.82,3.42,3.05,99.25,99.34,99.31,0,0
10807,27.01.2019 06:00,1548568800,2019,1,27,6,0,,,2.51,3.39,3.02,99.25,99.35,99.28,0,0
10808,27.01.2019 07:00,1548572400,2019,1,27,7,0,,,2.52,3.05,2.82,99.32,99.36,99.34,0,0
10809,27.01.2019 08:00,1548576000,2019,1,27,8,0,,,2.84,3,2.91,99.32,99.35,99.33,0,0
10810,27.01.2019 09:00,1548579600,2019,1,27,9,0,,,3.01,4.31,3.59,99.28,99.36,99.34,0,0
10811,27.01.2019 10:00,1548583200,2019,1,27,10,0,,,4.66,6,5.3,87.67,99.24,92.25,0,0
10812,27.01.2019 11:00,1548586800,2019,1,27,11,0,,,6.44,7.67,7.07,78.41,88.17,82.93,0,0
10813,27.01.2019 12:00,1548590400,2019,1,27,12,0,,,7.68,8.61,8.13,68.15,78.37,73.49,0,0
10814,27.01.2019 13:00,1548594000,2019,1,27,13,0,,,7.51,10.29,8.38,60.64,71.76,67.06,0,0
10815,27.01.2019 14:00,1548597600,2019,1,27,14,0,,,7.61,9.13,8.02,60.35,71.91,68.86,0,0
10816,27.01.2019 15:00,1548601200,2019,1,27,15,0,,,7.12,8.23,7.52,67.82,74.12,71.87,0,0
10817,27.01.2019 16:00,1548604800,2019,1,27,16,0,,,6.99,7.48,7.22,68.48,73.39,71.41,0,0
10818,27.01.2019 17:00,1548608400,2019,1,27,17,0,,,5.28,6.76,6.07,73.74,85.45,78.73,0,0
10819,27.01.2019 18:00,1548612000,2019,1,27,18,0,,,4.68,5.17,4.86,89.23,94.52,92.3,0,0
10820,27.01.2019 19:00,1548615600,2019,1,27,19,0,,,4.19,4.66,4.39,91.51,94.3,92.85,0,0
10821,27.01.2019 20:00,1548619200,2019,1,27,20,0,,,3.69,4.6,4.12,91.25,98.2,94.91,0,0
10822,27.01.2019 21:00,1548622800,2019,1,27,21,0,,,2.44,3.84,2.94,97.19,99.29,98.96,0,0
10823,27.01.2019 22:00,1548626400,2019,1,27,22,0,,,1.83,2.93,2.47,99.27,99.32,99.29,0,0
10824,27.01.2019 23:00,1548630000,2019,1,27,23,0,,,-0.37,1.92,0.88,99.31,99.37,99.33,0,0
10825,28.01.2019 00:00,1548633600,2019,1,28,0,0,,,-0.55,1.08,0.39,99.36,99.4,99.38,0,0
10826,28.01.2019 01:00,1548637200,2019,1,28,1,0,,,-1.72,0.72,-0.29,99.37,99.4,99.38,0,0
10827,28.01.2019 02:00,1548640800,2019,1,28,2,0,,,-1.43,-0.54,-1.07,99.39,99.41,99.4,0,0
10828,28.01.2019 03:00,1548644400,2019,1,28,3,0,,,-1.49,-0.52,-1.08,99.41,99.45,99.42,0,0
10829,28.01.2019 04:00,1548648000,2019,1,28,4,0,,,-1.31,0.01,-0.55,99.44,99.46,99.45,0,0
10830,28.01.2019 05:00,1548651600,2019,1,28,5,0,,,-0.51,0.94,-0.05,99.46,99.47,99.46,0,0
10831,28.01.2019 06:00,1548655200,2019,1,28,6,0,,,1.01,1.32,1.2,99.35,99.46,99.4,0,0
10832,28.01.2019 07:00,1548658800,2019,1,28,7,0,,,1.23,1.68,1.45,99.3,99.34,99.31,0,0
10833,28.01.2019 08:00,1548662400,2019,1,28,8,0,,,-0.38,0.48,-0.14,99.27,99.37,99.34,0,0
10834,28.01.2019 09:00,1548666000,2019,1,28,9,0,,,-0.03,2.38,1.13,99.23,99.39,99.34,0,0
10835,28.01.2019 10:00,1548669600,2019,1,28,10,0,,,2.48,3.11,2.76,92.15,99.23,95.49,0,0
10836,28.01.2019 11:00,1548673200,2019,1,28,11,0,,,3.11,3.54,3.29,89.19,92.96,91.29,0,0
10837,28.01.2019 12:00,1548676800,2019,1,28,12,0,,,3.5,4.15,3.85,82.88,89.4,86.42,0,0
10838,28.01.2019 13:00,1548680400,2019,1,28,13,0,,,3.97,5.87,4.51,75.5,84.34,82.11,0,0
10839,28.01.2019 14:00,1548684000,2019,1,28,14,0,,,5.62,7.2,6.29,66.35,76.41,71.08,0,0
10840,28.01.2019 15:00,1548687600,2019,1,28,15,0,,,6.7,8.47,7.66,61.41,67.27,64.16,0,0
10841,28.01.2019 16:00,1548691200,2019,1,28,16,0,,,7.31,8.08,7.75,62.22,65.81,64.1,0,0
10842,28.01.2019 17:00,1548694800,2019,1,28,17,0,,,3.69,7.81,5.45,62.23,87.49,75.8,0,0
