row_number,tstamp,utc_tstmp,year_,month_,day_,hour_,int_dd,egg_pctg,moth_pctg,temp_min,temp_max,temp_avg,humig_pctg_min,humid_pctg_max,humid_pctg_avg,calculated_egg,calculated_moth
1,1.01.2017 00:00,1483228800,2017,1,1,0,0,,,-15.89,-12.99,-14.39,87.51,91.63,89.69,0,0
2,1.01.2017 01:00,1483232400,2017,1,1,1,0,,,-15.01,-13.46,-14.11,87.75,90.56,89.17,0,0
3,1.01.2017 02:00,1483236000,2017,1,1,2,0,,,-17.11,-15.17,-16.39,85.51,88.25,87.04,0,0
4,1.01.2017 03:00,1483239600,2017,1,1,3,0,,,-16.65,-15.47,-15.97,86.56,87.81,87.22,0,0
5,1.01.2017 04:00,1483243200,2017,1,1,4,0,,,-15.09,-13.28,-13.99,88.1,89.5,88.85,0,0
6,1.01.2017 05:00,1483246800,2017,1,1,5,0,,,-13.52,-12.5,-13.01,88.49,90.02,89.29,0,0
7,1.01.2017 06:00,1483250400,2017,1,1,6,0,,,-13.3,-11.93,-12.35,89.3,90.75,90.12,0,0
8,1.01.2017 07:00,1483254000,2017,1,1,7,0,,,-11.77,-11.25,-11.45,90.45,91.12,90.79,0,0
9,1.01.2017 08:00,1483257600,2017,1,1,8,0,,,-11.16,-9.81,-10.4,91.12,92.3,91.71,0,0
10,1.01.2017 09:00,1483261200,2017,1,1,9,0,,,-9.61,-8.62,-9.03,91.39,92.38,91.87,0,0
11,1.01.2017 10:00,1483264800,2017,1,1,10,0,,,-8.24,-6.86,-7.52,90.8,92.55,91.74,0,0
12,1.01.2017 11:00,1483268400,2017,1,1,11,0,,,-6.86,-4.5,-5.86,90.69,92.85,91.7,0,0
13,1.01.2017 12:00,1483272000,2017,1,1,12,0,,,-4.9,-4.17,-4.47,85.54,92.24,88.94,0,0
14,1.01.2017 13:00,1483275600,2017,1,1,13,0,,,-3.9,-1.41,-2.31,79.74,86.5,82.22,0,0
15,1.01.2017 14:00,1483279200,2017,1,1,14,0,,,-2.27,-1.19,-1.67,75.1,80.41,77.53,0,0
16,1.01.2017 15:00,1483282800,2017,1,1,15,0,,,-2.66,-1.76,-2.19,76.88,79.64,78.23,0,0
17,1.01.2017 16:00,1483286400,2017,1,1,16,0,,,-4.4,-2.17,-3.19,77.37,85.98,81.36,0,0
18,1.01.2017 17:00,1483290000,2017,1,1,17,0,,,-5.24,-4.41,-4.85,87.06,89.32,88.17,0,0
19,1.01.2017 18:00,1483293600,2017,1,1,18,0,,,-5.08,-4.54,-4.77,88.2,89.77,88.81,0,0
20,1.01.2017 19:00,1483297200,2017,1,1,19,0,,,-4.81,-4.49,-4.63,87.44,88.78,87.98,0,0
21,1.01.2017 20:00,1483300800,2017,1,1,20,0,,,-5.04,-4.64,-4.85,88.11,90.01,88.96,0,0
22,1.01.2017 21:00,1483304400,2017,1,1,21,0,,,-7.95,-5.18,-6.09,87.98,93.65,90.78,0,0
23,1.01.2017 22:00,1483308000,2017,1,1,22,0,,,-8.57,-8,-8.27,94.81,96.36,95.75,0,0
24,1.01.2017 23:00,1483311600,2017,1,1,23,0,,,-8.97,-7.56,-8.11,93.47,95.71,94.91,0,0
25,2.01.2017 00:00,1483315200,2017,1,2,0,0,,,-8.57,-7.88,-8.22,93.75,94.94,94.42,0,0
26,2.01.2017 01:00,1483318800,2017,1,2,1,0,,,-8.37,-4.71,-6.36,94.28,96.11,95.2,0,0
27,2.01.2017 02:00,1483322400,2017,1,2,2,0,,,-8.46,-4.78,-6.43,91.59,95.05,94.18,0,0
28,2.01.2017 03:00,1483326000,2017,1,2,3,0,,,-7.94,-7.05,-7.36,94.58,95.03,94.83,0,0
29,2.01.2017 04:00,1483329600,2017,1,2,4,0,,,-7.49,-7.17,-7.27,94.57,94.81,94.66,0,0
30,2.01.2017 05:00,1483333200,2017,1,2,5,0,,,-7.35,-6.66,-6.93,94.85,95.25,95.02,0,0
31,2.01.2017 06:00,1483336800,2017,1,2,6,0,,,-6.78,-6.61,-6.67,95.05,95.18,95.11,0,0
32,2.01.2017 07:00,1483340400,2017,1,2,7,0,,,-6.53,-6.33,-6.41,95,95.2,95.12,0,0
33,2.01.2017 08:00,1483344000,2017,1,2,8,0,,,-7.23,-6.57,-6.89,93.81,95.02,94.59,0,0
34,2.01.2017 09:00,1483347600,2017,1,2,9,0,,,-7.23,-6.37,-6.83,92.7,94.36,93.7,0,0
35,2.01.2017 10:00,1483351200,2017,1,2,10,0,,,-6.24,-4.25,-5.34,91.41,92.93,92.44,0,0
36,2.01.2017 11:00,1483354800,2017,1,2,11,0,,,-3.44,-1.75,-2.46,76.66,89.95,80.95,0,0
37,2.01.2017 12:00,1483358400,2017,1,2,12,0,,,-3.72,-1.62,-2.68,74,85.08,80.2,0,0
38,2.01.2017 13:00,1483362000,2017,1,2,13,0,,,-1.56,1.1,0.04,63.54,75.26,68.43,0,0
39,2.01.2017 14:00,1483365600,2017,1,2,14,0,,,-1.19,1.52,-0.05,61.55,73.84,68.68,0,0
40,2.01.2017 15:00,1483369200,2017,1,2,15,0,,,-2.37,-0.01,-1.63,66.95,78.05,74.72,0,0
41,2.01.2017 16:00,1483372800,2017,1,2,16,0,,,-2.68,-1.85,-2.25,74.4,78.87,76.67,0,0
42,2.01.2017 17:00,1483376400,2017,1,2,17,0,,,-4.19,-2.85,-3.44,79.24,85.78,82.15,0,0
43,2.01.2017 18:00,1483380000,2017,1,2,18,0,,,-4.43,-4.21,-4.32,87.84,89.79,89.09,0,0
44,2.01.2017 19:00,1483383600,2017,1,2,19,0,,,-5.46,-4.42,-5.12,90.47,94.47,92.48,0,0
45,2.01.2017 20:00,1483387200,2017,1,2,20,0,,,-6.39,-6,-6.13,92.41,94.83,93.77,0,0
46,2.01.2017 21:00,1483390800,2017,1,2,21,0,,,-7.64,-5.71,-6.3,94.64,95.68,95.28,0,0
47,2.01.2017 22:00,1483394400,2017,1,2,22,0,,,-8.06,-6.77,-7.24,95.15,96.39,95.66,0,0
48,2.01.2017 23:00,1483398000,2017,1,2,23,0,,,-7.54,-6.62,-7.03,94.27,95.24,94.63,0,0
49,3.01.2017 00:00,1483401600,2017,1,3,0,0,,,-6.76,-6.1,-6.43,94.89,96.07,95.27,0,0
50,3.01.2017 01:00,1483405200,2017,1,3,1,0,,,-5.97,-5.62,-5.76,96.44,96.79,96.69,0,0
51,3.01.2017 02:00,1483408800,2017,1,3,2,0,,,-6.59,-6.02,-6.24,96.4,96.74,96.54,0,0
52,3.01.2017 03:00,1483412400,2017,1,3,3,0,,,-7.2,-6.57,-6.85,96.02,96.58,96.34,0,0
53,3.01.2017 04:00,1483416000,2017,1,3,4,0,,,-7.7,-7.32,-7.57,95.35,95.93,95.62,0,0
54,3.01.2017 05:00,1483419600,2017,1,3,5,0,,,-7.69,-7.31,-7.51,95.26,95.41,95.32,0,0
55,3.01.2017 06:00,1483423200,2017,1,3,6,0,,,-7.51,-7.33,-7.41,94.95,95.57,95.25,0,0
56,3.01.2017 07:00,1483426800,2017,1,3,7,0,,,-7.48,-7.2,-7.29,94.9,95.08,95,0,0
57,3.01.2017 08:00,1483430400,2017,1,3,8,0,,,-7.14,-6.58,-6.88,95.02,95.2,95.12,0,0
58,3.01.2017 09:00,1483434000,2017,1,3,9,0,,,-6.56,-5.74,-6.15,94.87,95.15,95.02,0,0
59,3.01.2017 10:00,1483437600,2017,1,3,10,0,,,-5.87,-4.65,-5.34,94.03,94.81,94.43,0,0
60,3.01.2017 11:00,1483441200,2017,1,3,11,0,,,-5.11,-4.25,-4.6,92.69,93.95,93.34,0,0
61,3.01.2017 12:00,1483444800,2017,1,3,12,0,,,-4.27,-1.89,-3.28,86.78,92.71,90.9,0,0
62,3.01.2017 13:00,1483448400,2017,1,3,13,0,,,-1.53,0.88,-0.7,73.14,86.28,80.86,0,0
63,3.01.2017 14:00,1483452000,2017,1,3,14,0,,,-0.09,0.64,0.45,67.46,72.13,69.43,0,0
64,3.01.2017 15:00,1483455600,2017,1,3,15,0,,,-0.76,0.24,-0.16,68.87,72.26,70.17,0,0
65,3.01.2017 16:00,1483459200,2017,1,3,16,0,,,-3,-0.63,-1.8,71.13,81.36,76.48,0,0
66,3.01.2017 17:00,1483462800,2017,1,3,17,0,,,-5.16,-3.44,-4.46,83.06,90.82,87.6,0,0
67,3.01.2017 18:00,1483466400,2017,1,3,18,0,,,-5.75,-5.14,-5.41,91.19,92.66,91.89,0,0
68,3.01.2017 19:00,1483470000,2017,1,3,19,0,,,-5.89,-5.22,-5.47,91.06,92.27,91.75,0,0
69,3.01.2017 20:00,1483473600,2017,1,3,20,0,,,-6.17,-5.74,-5.91,92.54,93.33,92.82,0,0
70,3.01.2017 21:00,1483477200,2017,1,3,21,0,,,-6.08,-5.15,-5.56,91.69,93.56,93.01,0,0
71,3.01.2017 22:00,1483480800,2017,1,3,22,0,,,-5.32,-5.08,-5.15,92.07,92.88,92.57,0,0
72,3.01.2017 23:00,1483484400,2017,1,3,23,0,,,-5.46,-5.32,-5.36,93.2,93.62,93.43,0,0
73,4.01.2017 00:00,1483488000,2017,1,4,0,0,,,-5.17,-5.05,-5.11,92.68,93.51,93.17,0,0
74,4.01.2017 01:00,1483491600,2017,1,4,1,0,,,-5.13,-4.87,-4.99,92.77,93.56,93.17,0,0
75,4.01.2017 02:00,1483495200,2017,1,4,2,0,,,-5.1,-4.89,-4.97,93.28,93.65,93.45,0,0
76,4.01.2017 03:00,1483498800,2017,1,4,3,0,,,-5.52,-5.11,-5.33,93.33,94.63,94.09,0,0
77,4.01.2017 04:00,1483502400,2017,1,4,4,0,,,-5.26,-4.93,-5.14,94.37,94.97,94.79,0,0
78,4.01.2017 05:00,1483506000,2017,1,4,5,0,,,-5.19,-4.97,-5.07,94.25,94.62,94.45,0,0
79,4.01.2017 06:00,1483509600,2017,1,4,6,0,,,-5.2,-4.98,-5.06,93.92,94.45,94.26,0,0
80,4.01.2017 07:00,1483513200,2017,1,4,7,0,,,-5.34,-5.1,-5.2,94.17,94.74,94.45,0,0
81,4.01.2017 08:00,1483516800,2017,1,4,8,0,,,-5.52,-4.03,-4.78,90.49,94.47,93.23,0,0
82,4.01.2017 09:00,1483520400,2017,1,4,9,0,,,-4,-1.32,-2.81,78.51,89.83,84.45,0,0
83,4.01.2017 10:00,1483524000,2017,1,4,10,0,,,-3.05,-0.32,-1.41,72.64,83.7,76.99,0,0
84,4.01.2017 11:00,1483527600,2017,1,4,11,0,,,-0.76,0.16,-0.31,70.62,73.92,72.22,0,0
85,4.01.2017 12:00,1483531200,2017,1,4,12,0,,,-0.66,0.26,-0.15,70.64,74.42,72.41,0,0
86,4.01.2017 13:00,1483534800,2017,1,4,13,0,,,-0.74,0.95,0.09,69.34,75.69,72.79,0,0
87,4.01.2017 14:00,1483538400,2017,1,4,14,0,,,-0.39,0.42,0.03,70.88,74.54,72.9,0,0
88,4.01.2017 15:00,1483542000,2017,1,4,15,0,,,-2.23,-0.5,-1.11,74.46,82.94,76.88,0,0
89,4.01.2017 16:00,1483545600,2017,1,4,16,0,,,-2.52,-0.59,-1.66,76.97,84.7,80.49,0,0
90,4.01.2017 17:00,1483549200,2017,1,4,17,0,,,-3.12,-2.52,-2.85,85.78,88.76,87.34,0,0
91,4.01.2017 18:00,1483552800,2017,1,4,18,0,,,-4.37,-2.78,-3.8,87.64,91.29,89.77,0,0
92,4.01.2017 19:00,1483556400,2017,1,4,19,0,,,-4.67,-3.78,-4.19,90.57,92.05,91.16,0,0
93,4.01.2017 20:00,1483560000,2017,1,4,20,0,,,-3.64,-3.11,-3.38,89.85,90.75,90.35,0,0
94,4.01.2017 21:00,1483563600,2017,1,4,21,0,,,-3.06,-2.81,-2.94,89.83,91.22,90.65,0,0
95,4.01.2017 22:00,1483567200,2017,1,4,22,0,,,-2.82,-2.57,-2.67,89.99,91.03,90.36,0,0
96,4.01.2017 23:00,1483570800,2017,1,4,23,0,,,-3.56,-3.01,-3.34,91.73,92.99,92.31,0,0
97,5.01.2017 00:00,1483574400,2017,1,5,0,0,,,-3.43,-2.92,-3.23,92.55,93.12,92.86,0,0
98,5.01.2017 01:00,1483578000,2017,1,5,1,0,,,-2.5,-0.53,-1.54,91.69,93.57,92.65,0,0
99,5.01.2017 02:00,1483581600,2017,1,5,2,0,,,-0.09,1.9,0.85,92.74,94.67,93.53,0,0
100,5.01.2017 03:00,1483585200,2017,1,5,3,0,,,1.93,2.9,2.38,88.81,92.49,90.99,0,0
101,5.01.2017 04:00,1483588800,2017,1,5,4,0,,,2.23,3.1,2.61,89.84,93.11,91.47,0,0
102,5.01.2017 05:00,1483592400,2017,1,5,5,0,,,2.55,3.68,2.96,85.79,90.38,88.95,0,0
103,5.01.2017 06:00,1483596000,2017,1,5,6,0,,,3.2,3.62,3.39,87.46,91.64,89.46,0,0
104,5.01.2017 07:00,1483599600,2017,1,5,7,0,,,3.21,3.51,3.3,89.9,91.79,91.16,0,0
105,5.01.2017 08:00,1483603200,2017,1,5,8,0,,,3.38,4.97,4.01,83.33,89.87,86.96,0,0
106,5.01.2017 09:00,1483606800,2017,1,5,9,0,,,4.13,5.51,4.74,80.79,86.59,84.62,0,0
107,5.01.2017 10:00,1483610400,2017,1,5,10,0,,,4.89,5.72,5.46,79.1,89.81,83.73,0,0
108,5.01.2017 11:00,1483614000,2017,1,5,11,0,,,5.78,7.01,6.23,76.57,80.74,78.65,0,0
109,5.01.2017 12:00,1483617600,2017,1,5,12,0,,,4.57,6.06,5.14,79.92,89.53,86.6,0,0
110,5.01.2017 13:00,1483621200,2017,1,5,13,0,,,3.92,4.83,4.39,87.42,90.8,89.6,0,0
111,5.01.2017 14:00,1483624800,2017,1,5,14,0,,,3.86,4.87,4.43,86.22,90.23,88.37,0,0
112,5.01.2017 15:00,1483628400,2017,1,5,15,0,,,3.26,3.78,3.49,91.03,94.33,92.91,0,0
113,5.01.2017 16:00,1483632000,2017,1,5,16,0,,,3,3.77,3.43,92.6,94.53,93.64,0,0
114,5.01.2017 17:00,1483635600,2017,1,5,17,0,,,3.77,4.71,4.12,88.37,95.39,91.27,0,0
115,5.01.2017 18:00,1483639200,2017,1,5,18,0,,,3.66,5.27,4.51,83.11,91.41,87.21,0,0
116,5.01.2017 19:00,1483642800,2017,1,5,19,0,,,4.36,5.23,4.78,83.16,89.02,85.85,0,0
117,5.01.2017 20:00,1483646400,2017,1,5,20,0,,,4.81,5.82,5.3,80.38,88.13,83.58,0,0
118,5.01.2017 21:00,1483650000,2017,1,5,21,0,,,3.53,4.03,3.77,89.74,92.46,91.36,0,0
119,5.01.2017 22:00,1483653600,2017,1,5,22,0,,,3.36,4.14,3.64,92.36,95.23,93.68,0,0
120,5.01.2017 23:00,1483657200,2017,1,5,23,0,,,2.93,3.72,3.3,95.37,96.76,96.18,0,0
121,6.01.2017 00:00,1483660800,2017,1,6,0,0,,,5.16,7.06,6.7,78.07,89.5,81.16,0,0
122,6.01.2017 01:00,1483664400,2017,1,6,1,0,,,6.5,7.2,6.9,70.07,76.11,72.46,0,0
123,6.01.2017 02:00,1483668000,2017,1,6,2,0,,,6.16,7.11,6.82,60.33,72.82,65.34,0,0
124,6.01.2017 03:00,1483671600,2017,1,6,3,0,,,5.4,7.07,6.42,59.38,70.82,64.07,0,0
125,6.01.2017 04:00,1483675200,2017,1,6,4,0,,,5.75,7.76,6.76,55.26,65.72,60.23,0,0
126,6.01.2017 05:00,1483678800,2017,1,6,5,0,,,6.14,7.01,6.44,60.11,70.23,65.66,0,0
127,6.01.2017 06:00,1483682400,2017,1,6,6,0,,,5.52,6.3,6.07,63.06,73.24,67.19,0,0
128,6.01.2017 07:00,1483686000,2017,1,6,7,0,,,4.18,5.67,4.88,72.3,83.75,77.65,0,0
129,6.01.2017 08:00,1483689600,2017,1,6,8,0,,,4.81,6.49,5.44,66.23,79.8,73.89,0,0
130,6.01.2017 09:00,1483693200,2017,1,6,9,0,,,6.23,7.22,6.73,61.4,68.92,65.82,0,0
131,6.01.2017 10:00,1483696800,2017,1,6,10,0,,,7.3,8.34,7.71,59.2,67.69,63.78,0,0
132,6.01.2017 11:00,1483700400,2017,1,6,11,0,,,6.89,9.8,8.1,54.16,70.26,62.92,0,0
133,6.01.2017 12:00,1483704000,2017,1,6,12,0,,,7.51,10.83,9.1,54.05,66.08,59.44,0,0
134,6.01.2017 13:00,1483707600,2017,1,6,13,0,,,8.09,10.49,9.47,52.12,64.52,58.35,0,0
135,6.01.2017 14:00,1483711200,2017,1,6,14,0,,,8.66,9.28,9.03,44.44,62.65,51.2,0,0
136,6.01.2017 15:00,1483714800,2017,1,6,15,0,,,8.59,9.54,9.1,44.62,49.54,46.68,0,0
137,6.01.2017 16:00,1483718400,2017,1,6,16,0,,,8.32,9.06,8.66,43.7,48.52,46.58,0,0
138,6.01.2017 17:00,1483722000,2017,1,6,17,0,,,7.4,7.8,7.61,41.2,48.5,45.14,0,0
139,6.01.2017 18:00,1483725600,2017,1,6,18,0,,,6.72,7.47,7.13,41.01,50.39,45.6,0,0
140,6.01.2017 19:00,1483729200,2017,1,6,19,0,,,6.56,7.01,6.81,45.11,54.54,49.58,0,0
141,6.01.2017 20:00,1483732800,2017,1,6,20,0,,,6.36,7.12,6.71,42.89,55.11,49.78,0,0
142,6.01.2017 21:00,1483736400,2017,1,6,21,0,,,6.51,6.9,6.73,42.97,51.5,47.93,0,0
143,6.01.2017 22:00,1483740000,2017,1,6,22,0,,,6.72,8.06,7.33,39.46,56.11,48.69,0,0
144,6.01.2017 23:00,1483743600,2017,1,6,23,0,,,7.2,7.91,7.66,36.93,48.93,43.07,0,0
145,7.01.2017 00:00,1483747200,2017,1,7,0,0,,,7.16,7.81,7.53,42.08,47.67,44.38,0,0
146,7.01.2017 01:00,1483750800,2017,1,7,1,0,,,6.81,7.45,7.16,43.69,52.67,46.95,0,0
147,7.01.2017 02:00,1483754400,2017,1,7,2,0,,,4.96,7.33,6.37,38.39,65.9,52.07,0,0
148,7.01.2017 03:00,1483758000,2017,1,7,3,0,,,4.15,6.25,5.04,46.25,76.6,64.04,0,0
149,7.01.2017 04:00,1483761600,2017,1,7,4,0,,,4.51,6.09,5.32,57.07,73.91,65.22,0,0
150,7.01.2017 05:00,1483765200,2017,1,7,5,0,,,3.71,5.84,4.57,62.28,86.61,77.09,0,0
151,7.01.2017 06:00,1483768800,2017,1,7,6,0,,,3.52,4.26,3.79,84.49,90.15,88.51,0,0
152,7.01.2017 07:00,1483772400,2017,1,7,7,0,,,3.54,5.51,4.43,79.82,89.88,86.9,0,0
153,7.01.2017 08:00,1483776000,2017,1,7,8,0,,,3.95,4.38,4.19,85.64,89.62,87.56,0,0
154,7.01.2017 09:00,1483779600,2017,1,7,9,0,,,3.31,4.08,3.54,87.66,92.18,89.89,0,0
155,7.01.2017 10:00,1483783200,2017,1,7,10,0,,,2.8,3.67,3.21,80.33,88.9,85.86,0,0
156,7.01.2017 11:00,1483786800,2017,1,7,11,0,,,3.48,4.51,4.02,72.58,80.39,75.1,0,0
157,7.01.2017 12:00,1483790400,2017,1,7,12,0,,,3.47,5.42,4.61,55.33,73.19,63.52,0,0
158,7.01.2017 13:00,1483794000,2017,1,7,13,0,,,4.51,6.58,5.19,53.81,58.75,56.39,0,0
159,7.01.2017 14:00,1483797600,2017,1,7,14,0,,,2.99,6.03,4.16,56.34,80.17,66.44,0,0
160,7.01.2017 15:00,1483801200,2017,1,7,15,0,,,2.98,5.06,3.71,55.38,60.19,58.04,0,0
161,7.01.2017 16:00,1483804800,2017,1,7,16,0,,,3.01,3.64,3.23,49.74,56.68,52.47,0,0
162,7.01.2017 17:00,1483808400,2017,1,7,17,0,,,1.73,3.24,2.21,46.79,60.72,56.82,0,0
163,7.01.2017 18:00,1483812000,2017,1,7,18,0,,,0.6,1.65,1.21,49.27,58.84,54.74,0,0
164,7.01.2017 19:00,1483815600,2017,1,7,19,0,,,0.32,1.25,0.82,49.53,63.52,57.12,0,0
165,7.01.2017 20:00,1483819200,2017,1,7,20,0,,,-0.01,1.03,0.7,54.07,68.93,58.77,0,0
166,7.01.2017 21:00,1483822800,2017,1,7,21,0,,,-1.07,-0.08,-0.66,71.04,76.85,73.29,0,0
167,7.01.2017 22:00,1483826400,2017,1,7,22,0,,,-0.68,-0.04,-0.46,72.98,77.92,75.83,0,0
168,7.01.2017 23:00,1483830000,2017,1,7,23,0,,,-0.94,-0.57,-0.72,74.41,79.6,77.74,0,0
169,8.01.2017 00:00,1483833600,2017,1,8,0,0,,,-1.17,-0.69,-0.98,76.19,84.07,80,0,0
170,8.01.2017 01:00,1483837200,2017,1,8,1,0,,,-1.13,-0.46,-0.76,68.27,81.95,78.24,0,0
171,8.01.2017 02:00,1483840800,2017,1,8,2,0,,,-2.06,-1.49,-1.79,86.95,93.66,91.27,0,0
172,8.01.2017 03:00,1483844400,2017,1,8,3,0,,,-2.31,-2.13,-2.23,94.42,95.83,95.28,0,0
173,8.01.2017 04:00,1483848000,2017,1,8,4,0,,,-2.43,-2.3,-2.35,95.77,96.2,96.1,0,0
174,8.01.2017 05:00,1483851600,2017,1,8,5,0,,,-2.82,-2.36,-2.55,95.38,96.53,95.94,0,0
175,8.01.2017 06:00,1483855200,2017,1,8,6,0,,,-2.88,-2.79,-2.82,96.47,96.63,96.52,0,0
176,8.01.2017 07:00,1483858800,2017,1,8,7,0,,,-3.1,-2.86,-2.98,96.68,96.91,96.8,0,0
177,8.01.2017 08:00,1483862400,2017,1,8,8,0,,,-3.11,-2.4,-2.72,92.37,96.9,95.12,0,0
178,8.01.2017 09:00,1483866000,2017,1,8,9,0,,,-2.41,-1.78,-2.16,85.28,91.28,88.66,0,0
179,8.01.2017 10:00,1483869600,2017,1,8,10,0,,,-1.68,-1.24,-1.39,80.11,85.47,82.48,0,0
180,8.01.2017 11:00,1483873200,2017,1,8,11,0,,,-1.43,-0.11,-0.9,75.81,87.83,80.8,0,0
181,8.01.2017 12:00,1483876800,2017,1,8,12,0,,,-1.71,-1.29,-1.52,89.92,92.04,91.17,0,0
182,8.01.2017 13:00,1483880400,2017,1,8,13,0,,,-1.19,-0.06,-0.63,86.57,91.38,89.7,0,0
183,8.01.2017 14:00,1483884000,2017,1,8,14,0,,,-0.6,0.22,-0.16,83.62,87.35,85.47,0,0
184,8.01.2017 15:00,1483887600,2017,1,8,15,0,,,-1.76,-0.4,-1.36,86.26,92.28,90.05,0,0
185,8.01.2017 16:00,1483891200,2017,1,8,16,0,,,-2.1,-0.76,-1.46,88.65,90.75,89.38,0,0
186,8.01.2017 17:00,1483894800,2017,1,8,17,0,,,-3.24,-1.83,-2.58,82.33,89.53,87.26,0,0
187,8.01.2017 18:00,1483898400,2017,1,8,18,0,,,-3.29,-3.13,-3.21,84.46,87.85,86.26,0,0
188,8.01.2017 19:00,1483902000,2017,1,8,19,0,,,-3.48,-3.38,-3.42,87.11,89.28,88.42,0,0
189,8.01.2017 20:00,1483905600,2017,1,8,20,0,,,-3.73,-3.44,-3.54,87.26,88.98,88.11,0,0
190,8.01.2017 21:00,1483909200,2017,1,8,21,0,,,-4.18,-3.8,-4.01,86.4,87.73,87,0,0
191,8.01.2017 22:00,1483912800,2017,1,8,22,0,,,-4.22,-3.33,-3.93,83.02,88.12,86.22,0,0
192,8.01.2017 23:00,1483916400,2017,1,8,23,0,,,-3.94,-3.38,-3.67,83.34,87.64,84.89,0,0
193,9.01.2017 00:00,1483920000,2017,1,9,0,0,,,-4.32,-4.05,-4.18,81.64,83.29,82.52,0,0
194,9.01.2017 01:00,1483923600,2017,1,9,1,0,,,-4.57,-4.39,-4.46,79.92,82.63,81.56,0,0
195,9.01.2017 02:00,1483927200,2017,1,9,2,0,,,-4.72,-4.14,-4.44,77.69,81.58,80.13,0,0
196,9.01.2017 03:00,1483930800,2017,1,9,3,0,,,-4.86,-4.12,-4.48,80.93,84.43,82.15,0,0
197,9.01.2017 04:00,1483934400,2017,1,9,4,0,,,-6.56,-4.99,-5.97,83.46,91.39,88.44,0,0
198,9.01.2017 05:00,1483938000,2017,1,9,5,0,,,-6.61,-6.25,-6.41,91.72,93.61,92.76,0,0
199,9.01.2017 06:00,1483941600,2017,1,9,6,0,,,-6.34,-6.15,-6.24,92.69,93.64,93.03,0,0
200,9.01.2017 07:00,1483945200,2017,1,9,7,0,,,-6.31,-5.94,-6.1,86.57,93.53,88.72,0,0
201,9.01.2017 08:00,1483948800,2017,1,9,8,0,,,-7.26,-6.07,-6.42,85.6,86.92,86.45,0,0
202,9.01.2017 09:00,1483952400,2017,1,9,9,0,,,-7.41,-5.23,-6.6,77.77,86.51,83.13,0,0
203,9.01.2017 10:00,1483956000,2017,1,9,10,0,,,-4.5,-2.64,-3.71,63.71,71.89,68.89,0,0
204,9.01.2017 11:00,1483959600,2017,1,9,11,0,,,-3.64,-1.49,-2.8,61.06,67.68,65.59,0,0
205,9.01.2017 12:00,1483963200,2017,1,9,12,0,,,-1.63,-0.79,-1.2,56.81,62.05,58.53,0,0
206,9.01.2017 13:00,1483966800,2017,1,9,13,0,,,-2.39,-0.66,-1.44,53.54,64.76,58.81,0,0
207,9.01.2017 14:00,1483970400,2017,1,9,14,0,,,-0.92,-0.38,-0.6,51.97,55.13,53.83,0,0
208,9.01.2017 15:00,1483974000,2017,1,9,15,0,,,-0.84,0.33,-0.33,48.13,53.6,51.53,0,0
209,9.01.2017 16:00,1483977600,2017,1,9,16,0,,,-2.14,-1.3,-1.82,55.54,58.58,57.25,0,0
210,9.01.2017 17:00,1483981200,2017,1,9,17,0,,,-5.2,-2.08,-3.57,54.99,72.85,63.52,0,0
211,9.01.2017 18:00,1483984800,2017,1,9,18,0,,,-7.61,-5.82,-6.85,76.96,85.43,81.31,0,0
212,9.01.2017 19:00,1483988400,2017,1,9,19,0,,,-8.72,-7.87,-8.29,82.44,86.15,84.25,0,0
213,9.01.2017 20:00,1483992000,2017,1,9,20,0,,,-9.63,-7.88,-9,79.34,89.24,84.31,0,0
214,9.01.2017 21:00,1483995600,2017,1,9,21,0,,,-9.48,-6.74,-7.43,80.3,89.77,86.25,0,0
215,9.01.2017 22:00,1483999200,2017,1,9,22,0,,,-9.38,-6.42,-7.99,84.4,92.3,89.17,0,0
216,9.01.2017 23:00,1484002800,2017,1,9,23,0,,,-7.11,-6.08,-6.38,78.93,86.55,84.34,0,0
217,10.01.2017 00:00,1484006400,2017,1,10,0,0,,,-12.11,-7.3,-10.72,78.73,92.14,87.64,0,0
218,10.01.2017 01:00,1484010000,2017,1,10,1,0,,,-11.45,-5.22,-7.4,83,95.26,88.66,0,0
219,10.01.2017 02:00,1484013600,2017,1,10,2,0,,,-5.22,-4.86,-5.04,82.13,84.37,83.41,0,0
220,10.01.2017 03:00,1484017200,2017,1,10,3,0,,,-4.84,-4.53,-4.7,79.56,82.76,81.27,0,0
221,10.01.2017 04:00,1484020800,2017,1,10,4,0,,,-4.94,-4.4,-4.64,77.72,82.47,80.41,0,0
222,10.01.2017 05:00,1484024400,2017,1,10,5,0,,,-4.61,-4.07,-4.41,77.44,81.22,79.89,0,0
223,10.01.2017 06:00,1484028000,2017,1,10,6,0,,,-4.31,-3.6,-3.96,78.92,82.54,80.62,0,0
224,10.01.2017 07:00,1484031600,2017,1,10,7,0,,,-3.77,-3.22,-3.53,77.53,81.52,79.56,0,0
225,10.01.2017 08:00,1484035200,2017,1,10,8,0,,,-3.01,-0.92,-2.33,70.26,77.35,75.34,0,0
226,10.01.2017 09:00,1484038800,2017,1,10,9,0,,,-1.04,0.59,-0.13,65.64,72.67,68.77,0,0
227,10.01.2017 10:00,1484042400,2017,1,10,10,0,,,-1.59,-0.43,-1.2,77.65,94.78,89.27,0,0
